"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11451","Page Object E2E Practise Test","","2026-03-27","passed","2026-03-27","","practisePageObjectE2E.spec.js","",""
